vendor,mensagem,destino,spam,total
difize,Oi LUCIANO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,169
difize,Oi Luciano! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,113
difize,Oi LUCIANO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,115
difize,Oi LUIS! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,182
difize,Oi Luis! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,114
difize,Oi LUIS! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,152
difize,Oi LUIZ! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,391
difize,Oi Luiz! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,215
difize,Oi LUIZ! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,290
difize,Oi MARCELO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,342
difize,Oi Marcelo! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,209
difize,Oi MARCELO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,262
difize,Oi MARCIO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,268
difize,Oi Marcio! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,168
difize,Oi MARCIO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,172
difize,Oi MARCO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,115
difize,Oi MARCO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,105
difize,Oi MARCOS! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,464
difize,Oi Marcos! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,303
difize,Oi MARCOS! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,337
quasiyo,"Oi MARIA, sou a Bia da Cetelem. Tenho uma oferta especial para voce. Me adicione no whatsapp 11 995932647 e evite a negativacao do seu nome.",NA,FALSE,187
quasiyo,"OI MARIA, SOU A BIA DA CETELEM. TENHO UMA OFERTA ESPECIAL PARA VOCE. ME ADICIONE NO WHATSAPP 11 995932647 E EVITE A NEGATIVACAO DO SEU NOME.",NA,FALSE,181
quasiyo,"OI MARIA, SOU A BIA DA CETELEM. TENHO UMA OFERTA ESPECIAL PARA VOCE. RESPONDA ESTE SMS GRATIS E EVITE A NEGATIVACAO DO SEU NOME.",NA,FALSE,912
quasiyo,"Oi MARIA, sou a Bia da Cetelem. Tenho uma oferta especial para voce. Responda este sms gratis e evite a negativacao do seu nome.",NA,FALSE,620
difize,Oi MARIA! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,245
difize,Oi MATHEUS! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,109
difize,Oi MAURICIO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,103
quasiyo,"OI PAULO, SOU A BIA DA CETELEM. TENHO UMA OFERTA ESPECIAL PARA VOCE. RESPONDA ESTE SMS GRATIS E EVITE A NEGATIVACAO DO SEU NOME.",NA,FALSE,192
difize,Oi PAULO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,518
difize,Oi Paulo! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,325
difize,Oi PAULO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,440
difize,Oi PEDRO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,187
difize,Oi Pedro! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,116
difize,Oi PEDRO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,213
difize,Oi RAFAEL! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,142
difize,Oi RAFAEL! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,224
difize,Oi REGINALDO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,143
difize,Oi REGINALDO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,102
difize,Oi RENATO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,134
difize,Oi RENATO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,126
difize,Oi RICARDO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,177
difize,Oi RICARDO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,157
difize,Oi ROBERTO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,142
difize,Oi ROBERTO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,102
difize,Oi ROBSON! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,128
difize,Oi RODRIGO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,251
difize,Oi Rodrigo! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,147
difize,Oi RODRIGO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,226
difize,Oi ROGERIO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,196
difize,Oi Rogerio! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,138
difize,Oi RONALDO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,180
difize,Oi RONALDO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,105
difize,Oi SEBASTIAO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,130
difize,Oi SEBASTIAO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,164
difize,Oi SERGIO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,186
difize,Oi Sergio! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,102
difize,Oi SERGIO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,127
mailserr,"Oi sou a Credline BMG. Quito sua divida, diminuo a taxa de juros do seu emprestimo e ainda aumento seu limite. Ligue: 32048538 Acesse http://bit.ly/2BDd0pI",NA,FALSE,213
mailserr,"Oi sou a Credline BMG. Quito sua divida, diminuo a taxa de juros do seu emprestimo e ainda aumento seu limite. Ligue: 3322-8498 Acesse http://bit.ly/2BDd0pI",NA,FALSE,304
mailserr,"Oi sou a Credline BMG. Quito sua divida, diminuo a taxa de juros do seu emprestimo e ainda aumento seu limite. Ligue: 36218027 Acesse http://bit.ly/2BDd0pI",NA,FALSE,538
mailserr,"Oi sou a Credline BMG. Quito sua divida, diminuo a taxa de juros do seu emprestimo e ainda aumento seu limite. Ligue: 3961-2812 Acesse http://bit.ly/2BDd0pI",NA,FALSE,133
difize,Oi THIAGO! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,186
difize,Oi TIAGO! Abasteca e pontue com seu cartao fidelidade na REDE CAXUXA e ganhe o DOBRO de pontos em sua primeira compra! Oferta valida por 30 dias.,NA,FALSE,145
zootude,Oi tudo bem ja te liguei hoje varias vezes mas nao consegui falar com voce me liga por favor 6299102-3648. Estou aguardando sua ligacao. Maria,NA,FALSE,443
zootude,Oi tudo bem ja te liguei hoje varias vezes mas nao consegui falar com voce me liga por favor 6299103-3466. Estou aguardando sua ligacao. Claudia,NA,FALSE,444
zootude,Oi tudo bem ja te liguei hoje varias vezes mas nao consegui falar com voce me liga por favor 6299106-8351. Estou aguardando sua ligacao. Allana,NA,FALSE,181
zootude,Oi tudo bem ja te liguei hoje varias vezes mas nao consegui falar com voce me liga por favor 6299237-5493. Estou aguardando sua ligacao. Claudia,NA,FALSE,451
zootude,Oi tudo bem ja te liguei hoje varias vezes mas nao consegui falar com voce me liga por favor 6299354-5567. Estou aguardando sua ligacao. Helder,NA,FALSE,447
zootude,Oi tudo bem ja te liguei hoje varias vezes mas nao consegui falar com voce me liga por favor 6299513-6776. Estou aguardando sua ligacao. Allana,NA,FALSE,447
zootude,Oi tudo bem ja te liguei hoje varias vezes mas nao consegui falar com voce me liga por favor 6299513-6776. Estou aguardando sua ligacao. Nayara,NA,FALSE,249
zootude,Oi tudo bem ja te liguei hoje varias vezes mas nao consegui falar com voce me liga por favor 6499513-6776. Estou aguardando sua ligacao. Nayara,NA,FALSE,114
zootude,"Oi tudo bem Voce ja comprou o presente da sua mae, acesse nosso instagram http://bit.ly/_amodoro e confira nossas ofertas. WhatsApp  http://bit.ly/_WApp",NA,FALSE,104
zootude,"Oi tudo bem, Voce ja comprou o presente da sua mae, acesse nosso instagram http://bit.ly/_amodoro e confira nossas ofertas. WhatsApp  http://bit.ly/_WApp",NA,FALSE,148
difize,Oi WESLEY! REDE ALPA preparou uma oferta para voce nesse mes dos NAMORADOS! Abasteca acima de R$ 50 e ganhe 20 pontos EXTRAS Valido ate 17/06! #ALPACARD,NA,FALSE,109
mailserr,"Oi, somos do Banco BMG. Esta precisando de dinheiro? Adquira 10 mil com parcelas de apenas 270 reais. Consulte seu limite!!! Ligue:3204-8538 https://goo.gl/5JRU",NA,FALSE,163
mailserr,"Oi, somos do Banco BMG. Ja esta sem dinheiro? Adquira 30 mil com parcelas de apenas 816 reais. Consulte seu limite!!! Ligue:3354-4776 https://goo.gl/5JRU8G",NA,FALSE,238
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/1gQxNd ou ligue 0800 2007636",NA,FALSE,1916
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/6HFouy ou ligue 0800 2007636",NA,FALSE,479
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/6X1C78 ou ligue 0800 2007636",NA,FALSE,1948
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/8c8wyK ou ligue 0800 2007636",NA,FALSE,121
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/8x39Ke ou ligue 0800 2007636",NA,FALSE,1855
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/9t4FTu  ou ligue 0800 2007636",NA,FALSE,389
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/aKsyqs ou ligue 0800 2007636",NA,FALSE,123
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/amf6fu ou ligue 0800 2007636",NA,FALSE,1943
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/AoSXQ3 ou ligue 0800 2007636",NA,FALSE,1905
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/czNy7F ou ligue 0800 2007636",NA,FALSE,389
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/d82Lko ou ligue 0800 2007636",NA,FALSE,383
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/EvXXMe ou ligue 0800 2007636",NA,FALSE,2177
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/Fy9mK4 ou ligue 0800 2007636",NA,FALSE,14055
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/fzRPBr ou ligue 0800 2007636",NA,FALSE,1872
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/G4Tv9z ou ligue 0800 2007636",NA,FALSE,402
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/Ga16sd ou ligue 0800 2007636",NA,FALSE,1895
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/hXEZdc ou ligue 0800 2007636",NA,FALSE,390
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/J8yG8H ou ligue 0800 2007636",NA,FALSE,376
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/jao1tA ou ligue 0800 2007636",NA,FALSE,391
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/jZhJo6 ou ligue 0800 2007636",NA,FALSE,421
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/KbXiAy ou ligue 0800 2007636",NA,FALSE,1880
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/LuSVQc ou ligue 0800 2007636",NA,FALSE,388
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/m9t6zL ou ligue 0800 2007636",NA,FALSE,385
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/mpuUmD ou ligue 0800 2007636",NA,FALSE,384
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/mUy6bx ou ligue 0800 2007636",NA,FALSE,1859
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/MVJSB7 ou ligue 0800 2007636",NA,FALSE,391
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/pVYTci ou ligue 0800 2007636",NA,FALSE,1893
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/rK6i8N ou ligue 0800 2007636",NA,FALSE,374
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/SHhH4C ou ligue 0800 2007636",NA,FALSE,374
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/tG6u3e ou ligue 0800 2007636",NA,FALSE,1963
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/UmTFz9 ou ligue 0800 2007636",NA,FALSE,1857
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/UoGYLg ou ligue 0800 2007636",NA,FALSE,353
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/VKvFt6 ou ligue 0800 2007636",NA,FALSE,1890
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/WGSwpk ou ligue 0800 2007636",NA,FALSE,357
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/yV8h2v ou ligue 0800 2007636",NA,FALSE,309
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/yxJTts ou ligue 0800 2007636",NA,FALSE,2773
zootude,"Oi, tudo bem? Quer economizar na manutencao do seu caminhao? A Rodobens cobre qualquer oferta, clique aqui https://goo.gl/ZYCjAn ou ligue 0800 2007636",NA,FALSE,380
zootude,"Oi, voce saiu do nosso site sem comprar o TESTON ? Experimente 1 pote por apenas R$109,00 , com frete ja incluso Clique aqui:http://bit.ly/ofertateston",NA,FALSE,203
mailserr,OI. Temos uma OFERTA especial de CELULAR ILIMITADO para todo BRASIL + 10GB de INTERNET. responda OK que retornarmos para voce ou ligue 0800 291 2253,NA,TRUE,2276
quasiyo,"Ola ANA, so hoje a CLARO TV tem aprovado no seu CPF plano com mais de 130 canais e 2 pontos por 89,90/mes. Instalacao GRATIS. ligue 0800 042 0242",CLARO,FALSE,141
quasiyo,"Ola JOSE, so hoje a CLARO TV tem aprovado no seu CPF plano com mais de 130 canais e 2 pontos por 89,90/mes. Instalacao GRATIS. ligue 0800 042 0242",CLARO,FALSE,158
quasiyo,"Ola MARIA, so hoje 11/06/18 a CLARO TV tem aprovado no seu CPF plano com mais de 130 canais e 2 pontos por 89,90/mes. Instalacao GRATIS. ligue 0800 042 0242",CLARO,FALSE,119
quasiyo,"Ola MARIA, so hoje a CLARO TV tem aprovado no seu CPF plano com mais de 130 canais e 2 pontos por 89,90/mes. Instalacao GRATIS. ligue 0800 042 0242",CLARO,FALSE,334
zootude,Ola Sou a Fabiana da Claro Empresas. Seu Plano Claro empresas esta apto a novas condicoes. Gostaria de receber uma proposta de renovacao?,CLARO,FALSE,1054
superible,"OLA, A OI TEM UMA OFERTA ESPECIAL DE FIXO E VELOX P/ A SUA NOVA EMPRESA, LIGUE 0800 942 5512 OU RESPONDA OK QUE ENTRAREMOS EM CONTATO.OFERTA EXCLUSIVA P/ MEI.",OI,FALSE,3429
superible,"OLA, A OI TEM UMA OFERTA ESPECIAL DE FIXO E VELOX PARA A SUA NOVA EMPRESA, LIGUE 0800 942 5512 OU RESPONDA OK QUE ENTRAREMOS EM CONTATO.",OI,FALSE,6602
centigen,"OLA, A OI TEM UMA OFERTA ESPECIAL DE FIXO E VELOX PARA A SUA NOVA EMPRESA, LIGUE 0800 942 5512 OU RESPONDA OK QUE ENTRAREMOS EM CONTATO.",OI,FALSE,352
centigen,"OLA, A OI TEM UMA OFERTA ESPECIAL DE FIXO E VELOX PARA A SUA NOVA EMPRESA, LIGUE 0800 942 5512 OU RESPONDA OK QUE ENTRAREMOS EM CONTATO.LIGUE AGORA E CONTRATE",OI,FALSE,2344
superible,"Ola, Migre seu Pre pago da OI p/ um plano Pos, e passe a ter ligacoes ilimitadas, 14 GB internet. Ligue 0800 942 5512 ou responda OK que entraremos me contato",OI,FALSE,5003
quasiyo,"Ola, somos da TIM! Parabens! Seu chip esta ativado, realize uma ligacao de 30 segundos para confirmar o funcionamento. Digite se ja esta utilizando, 2 se nao. ",NA,TRUE,495
quasiyo,"Ola, somos da Tim! Seu chip esta ativado, e gerando fatura!  E importante que realize uma ligacao de 30 seg p/ confirmar o sinal. Dig 1 se esta ok. 2 se nao.",TIM,FALSE,170
quasiyo,"Ola, somos da TIM! Seu chip foi ativado e liberado para fazer ligacao. Utilize com urgencia, p confirmar o sinal! Digite 1 se ja esta utilizando, 2 se nao.",NA,TRUE,1041
quasiyo,"Ola, somos da TIM! Seu chip foi ativado e liberado para fazer ligacao. Utilize com urgencia, p confirmar o sinal! Digite 1 se ja esta utilizando, 2 se nao. ",NA,TRUE,458
quasiyo,"Ola, somos da TIM! Seu chip ja foi ativado e esta gerando fatura. Digite 1 se ja realizou alguma ligacao com seu chip novo, 2 se nao.",NA,TRUE,283
quasiyo,"Ola, somos da TIM! Verificamos que voce ainda nao utilizou seu chip, e estamos gerando fatura! Faca uma ligacao com urgencia usando o seu chip da TIM. ",NA,TRUE,193
centigen,"Ola! Temos aparelhos pre-aprovados em sua linha VIVO Empresas, que tal trocar agora? Responda gratuitamente QUERO e receba nossa ligacao! VIVO EMPRESAS",VIVO,FALSE,423
centigen,"Orlando,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,119
centigen,"Osmar,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,153
centigen,"Osvaldo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,188
centigen,"Pablo,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,145
centigen,"Paloma,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,147
centigen,"Pamela,mantenha seu plano da TIM em dia! Efetue o pagamento da divida.Evite a sua permanencia do debito,caso ja tenha pago, favor desconsiderar.",NA,FALSE,221
centigen,"Parabens ! Seu numero foi pre aprovado p o plano controle da Vivo, venha a Zema de Sao J Rio Pardo, e saiba mais ! Mude para Vivo e continue com o mesmo numero",VIVO,FALSE,641
centigen,"Parabens Cliente Etica, Claro Empresas!Venha ser cliente NET agora tambem, com muito mais vantagens. 5MB + Fixo ilimitado local por 69,99. Valor fixo, s (1/2)",CLARO,FALSE,185
mailserr,"Parabens, seu CNPJ esta ativo! A Oi tem OFERTA EXCLUSIVA em voz e internet para sua empresa. Responda OK que ligamos para voce ou ligue 0800 291 2253",OI,FALSE,21209
difize,"Parabens, seu CNPJ esta ativo! A Oi tem OFERTA EXCLUSIVA em voz e internet para sua empresa. Responda OK que ligamos para voce ou ligue 0800 291 2253",OI,FALSE,999
superible,"Parabens, seu CNPJ esta ativo! A Oi tem OFERTA EXCLUSIVA em voz e internet para sua empresa. Responda OK que ligamos para voce ou ligue 0800 291 2253",OI,FALSE,1218
mailserr,"Parabens, seu CNPJ esta ativo! A Oi tem OFERTA EXCLUSIVA em voz e internet para sua empresa. Responda OK que ligamos para voce ou ligue 0800 291 2253 ",OI,FALSE,2395
mailserr,"Parabens, seu CNPJ esta ativo! A Oi tem OFERTA EXCLUSIVA em voz e internet para sua empresa. Responda OK que ligamos para voce ou ligue 0800 291 2253.",OI,FALSE,379
mailserr,"Parabens, seu CNPJ esta ativo! A Oi tem OFERTA EXCLUSIVA em voz e internet para sua empresa. Responda OK que ligamos para voce ou ligue 0800 941 9573",OI,FALSE,9425
mailserr,"Parabens, seu CNPJ esta ativo! A Oi tem OFERTA EXCLUSIVA em voz e internet para sua empresa. Responda OK que ligamos para voce ou ligue 0800 941 9573 ",OI,FALSE,1302
